0	0.00500
1	0.00950
2	0.02050
3	0.04400
4	0.09200
5	0.18250
6	0.34100
7	0.51500
8	0.68500
9	0.82050
10	0.88500
11	0.90650
12	0.91900
13	0.92400
14	0.92550
15	0.92550
16	0.92650
17	0.92650
18	0.92650
19	0.92700
20	0.92750
21	0.92750
22	0.92750
23	0.92800
24	0.92800
25	0.92800
26	0.92800
27	0.92800
28	0.92800
29	0.92800
30	0.92800
31	0.92800
32	0.92800
33	0.92800
34	0.92800
35	0.92800
36	0.92800
37	0.92800
38	0.92800
39	0.92800
40	0.92800
41	0.92800
42	0.92800
43	0.92800
44	0.92800
45	0.92800
46	0.92800
47	0.92800
48	0.92800
49	0.92800
50	0.92800
51	0.92800
52	0.92800
53	0.92800
54	0.92800
