0	0	0	0	0	0	
1	198	0	0	0	0	
2	196	0	0	0	0	
3	111	80	0	0	0	
4	15	91	77	0	0	
5	3	9	83	74	0	
6	3	1	4	78	70	
7	3	1	1	2	145	
8	2	0	0	0	145	
9	1	0	0	0	144	
10	1	0	0	0	144	
11	1	0	0	0	144	
12	0	0	0	0	143	
13	0	0	0	0	143	
14	0	0	0	0	143	
15	0	0	0	0	143	
16	0	0	0	0	143	
17	0	0	0	0	143	
18	0	0	0	0	143	
19	0	0	0	0	143	
20	0	0	0	0	143	
21	0	0	0	0	143	
22	0	0	0	0	143	
23	0	0	0	0	143	
24	0	0	0	0	143	
25	0	0	0	0	143	
26	0	0	0	0	143	
27	0	0	0	0	143	
28	0	0	0	0	143	
29	0	0	0	0	143	
30	0	0	0	0	143	
31	0	0	0	0	143	
32	0	0	0	0	143	
33	0	0	0	0	143	
34	0	0	0	0	143	
35	0	0	0	0	143	
36	0	0	0	0	143	
37	0	0	0	0	143	
38	0	0	0	0	143	
39	0	0	0	0	143	
40	0	0	0	0	143	
41	0	0	0	0	143	
42	0	0	0	0	143	
43	0	0	0	0	143	
44	0	0	0	0	143	
45	0	0	0	0	143	
46	0	0	0	0	143	
47	0	0	0	0	143	
48	0	0	0	0	143	
49	0	0	0	0	143	
50	0	0	0	0	143	
51	0	0	0	0	143	
52	0	0	0	0	143	
53	0	0	0	0	143	
54	0	0	0	0	143	
